,https://,,,,,21.0,2018-11-14T16:51:34Z,2018-11-14T16:51:34Z,,,0.0,,,,,,,34a9c0c8-eeda-411f-949f-4269d5b10162,false,"{""user""=>53, ""context""=>nil, ""asset""=>nil, ""real_user""=>nil, ""account""=>nil}",
1e171a4af2d5fb64ace6d26ecf4d7eb1,https://nickjenson.instructure.com/accounts/self/authentication_providers,Account,,account_authorization_configs,index,,2017-03-09T16:26:29Z,2017-03-09T16:26:29Z,,,2.391005,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,d8a025a9-06ab-443e-91e7-eccc16967cb7,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
1e171a4af2d5fb64ace6d26ecf4d7eb1,https://nickjenson.instructure.com/,User,,users,user_dashboard,,2017-03-09T16:25:46Z,2017-03-09T16:25:46Z,,,3.465209,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,d435679f-8f7c-45b9-a535-d7845e930ac5,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
1e171a4af2d5fb64ace6d26ecf4d7eb1,https://nickjenson.instructure.com/accounts/1/theme-preview/?editing_brand_config=1,Account,,brand_configs,show,,2017-03-09T16:25:22Z,2017-03-09T16:25:22Z,,,2.025557,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,c0746e23-e2d4-40fc-9f62-a7a723921ba5,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
1e171a4af2d5fb64ace6d26ecf4d7eb1,https://nickjenson.instructure.com/courses/69,Course,,courses,show,,2017-03-09T16:24:55Z,2017-03-09T16:24:55Z,,,1.845608,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1791,false,,get,216.51.95.36,7c047666-4841-48a5-9c1b-9fa3eb5a7275,false,"{""user""=>53, ""context""=>69, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
1e171a4af2d5fb64ace6d26ecf4d7eb1,https://nickjenson.instructure.com/courses/69/files,Course,,files,index,,2017-03-09T16:24:16Z,2017-03-09T16:24:16Z,,,1.982281,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1939,false,,get,216.51.95.36,34e1c334-135d-46c9-a5e1-4dd18edd37f0,false,"{""user""=>53, ""context""=>69, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
1e171a4af2d5fb64ace6d26ecf4d7eb1,https://nickjenson.instructure.com/courses/69,Course,,courses,show,,2017-03-09T16:24:02Z,2017-03-09T16:24:02Z,,,4.636735,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1791,false,,get,216.51.95.36,ab070847-cff0-4cc1-85dc-1e88b007b010,false,"{""user""=>53, ""context""=>69, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/76/discussion_topics/297,Course,,discussion_topics,show,,2017-02-13T19:33:43Z,2017-02-13T19:33:43Z,,,5.717742,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1834,false,,get,216.51.95.36,04f43c36-675d-4b76-bee1-142c0f041f1a,false,"{""user""=>53, ""context""=>76, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/76/discussion_topics/297,Course,,discussion_topics,show,,2017-02-13T19:33:30Z,2017-02-13T19:33:30Z,,,1.499073,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1834,false,,get,216.51.95.36,2fd63db4-07c7-4187-aa9c-05bf94931942,false,"{""user""=>53, ""context""=>76, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/,User,,users,user_dashboard,,2017-02-13T19:32:56Z,2017-02-13T19:32:56Z,,,0.266504,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,fc96a65f-983e-4349-9408-cff3b52960f8,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/77/content_migrations,Course,,content_migrations,index,,2017-02-13T19:32:30Z,2017-02-13T19:32:30Z,,,0.773005,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,a7e2ce4f-a866-414e-8a91-e3f9a48a7a6d,false,"{""user""=>53, ""context""=>77, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/77/settings,Course,,courses,settings,,2017-02-13T19:32:19Z,2017-02-13T19:32:19Z,,,2.410385,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,e2af6724-bd62-4830-b490-d18b58dc0cfb,false,"{""user""=>53, ""context""=>77, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/77,Course,,courses,show,,2017-02-13T19:32:11Z,2017-02-13T19:32:11Z,,,1.891864,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1831,false,,get,216.51.95.36,ddd45d27-9eb8-4959-b917-7bd71cdae38f,false,"{""user""=>53, ""context""=>77, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/76,Course,,courses,show,,2017-02-13T19:31:15Z,2017-02-13T19:31:15Z,,,0.319991,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1830,false,,get,216.51.95.36,75d7cf64-43bd-44a9-95d3-1963e3b63fbc,false,"{""user""=>53, ""context""=>76, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/76,Course,,courses,show,,2017-02-13T19:31:15Z,2017-02-13T19:31:15Z,,,0.389917,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1830,false,,get,216.51.95.36,6007dbe7-854e-4472-b506-0efc7e801123,false,"{""user""=>53, ""context""=>76, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/,User,,users,user_dashboard,,2017-02-13T19:31:08Z,2017-02-13T19:31:08Z,,,0.261149,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,b66b93eb-acc1-43f6-a297-bb3cea1116ad,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/76/discussion_topics,Course,,discussion_topics,index,,2017-02-13T19:30:46Z,2017-02-13T19:30:46Z,,,0.677102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1833,false,,get,216.51.95.36,a09246c9-f727-49d3-8fcc-36ce081083b9,false,"{""user""=>53, ""context""=>76, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/76,Course,,courses,show,,2017-02-13T19:30:35Z,2017-02-13T19:30:35Z,,,2.275538,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1830,false,,get,216.51.95.36,0d7576bd-5aec-446e-aae7-cb1e8bb821a2,false,"{""user""=>53, ""context""=>76, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/69/discussion_topics/292,Course,,discussion_topics,show,,2017-02-13T19:30:16Z,2017-02-13T19:30:16Z,,,0.642749,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1838,false,,get,216.51.95.36,e2682915-a4da-4a5a-9e86-b19d9493c654,false,"{""user""=>53, ""context""=>69, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/users/33/masquerade,,,users,masquerade,,2017-02-13T19:27:56Z,2017-02-13T19:27:56Z,,,0.642811,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,74003802-16d0-4123-80fc-f3fc1d2c729c,false,"{""user""=>53, ""context""=>nil, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/users/33,User,,users,show,,2017-02-13T19:27:53Z,2017-02-13T19:27:53Z,,,1.061744,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,fe4509ec-0fd4-47d8-b1e6-1b3d64ac451c,false,"{""user""=>53, ""context""=>33, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/users/33,User,,users,show,,2017-02-13T19:27:53Z,2017-02-13T19:27:53Z,,,0.657739,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,07ec8358-a747-46bf-981c-927ab137cbb4,false,"{""user""=>53, ""context""=>33, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/76/users/33,Course,,context,roster_user,,2017-02-13T19:27:48Z,2017-02-13T19:27:48Z,,,1.578594,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1836,false,,get,216.51.95.36,7b5480fe-fbb1-4881-bf61-53dbc619d544,false,"{""user""=>53, ""context""=>76, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/76/discussion_topics/297,Course,,discussion_topics,show,,2017-02-13T19:27:31Z,2017-02-13T19:27:31Z,,,1.844712,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1834,false,,get,216.51.95.36,1b6dd3ab-3cf1-49e2-8467-efb1ace90ad7,false,"{""user""=>53, ""context""=>76, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/76/discussion_topics,Course,,discussion_topics,index,,2017-02-13T19:27:23Z,2017-02-13T19:27:23Z,,,0.958354,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1833,false,,get,216.51.95.36,61ad8106-e122-41fe-8fb4-8d3630811cdf,false,"{""user""=>53, ""context""=>76, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/,User,,users,user_dashboard,,2017-02-13T19:27:12Z,2017-02-13T19:27:12Z,,,0.722874,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,d49b5366-3e53-4baa-a4d9-ef047a357e7c,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/,User,,users,user_dashboard,,2017-02-13T19:26:44Z,2017-02-13T19:26:44Z,,,3.848992,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,5d24c537-fa62-4e56-8777-25210bf707bf,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/77/discussion_topics,Course,,discussion_topics,index,,2017-02-13T19:26:35Z,2017-02-13T19:26:35Z,,,1.743662,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1832,false,,get,216.51.95.36,68c48586-c9ad-45b1-b93e-67ee9d06c64c,false,"{""user""=>53, ""context""=>77, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/77,Course,,courses,show,,2017-02-13T19:26:25Z,2017-02-13T19:26:25Z,,,3.524473,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1831,false,,get,216.51.95.36,d976ec6d-ba72-4286-b301-bbcf631d5714,false,"{""user""=>53, ""context""=>77, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/,User,,users,user_dashboard,,2017-02-13T19:26:11Z,2017-02-13T19:26:11Z,,,3.905612,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,64197ca7-9e1e-4980-a24a-84ff9d73aff5,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/77/settings,Course,,courses,settings,,2017-02-13T19:25:17Z,2017-02-13T19:25:17Z,,,2.025779,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,739631ab-893c-4072-83a1-266bac17c63d,false,"{""user""=>53, ""context""=>77, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/77,Course,,courses,show,,2017-02-13T19:25:11Z,2017-02-13T19:25:11Z,,,3.405975,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1831,false,,get,216.51.95.36,0ccefa61-aefe-4be1-a5d9-78374f2bd320,false,"{""user""=>53, ""context""=>77, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/77,Course,,courses,show,,2017-02-13T19:25:10Z,2017-02-13T19:25:10Z,,,3.725079,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1831,false,,get,216.51.95.36,2aa12108-25ab-48f8-b062-9286cedbbdea,false,"{""user""=>53, ""context""=>77, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/77,Course,,courses,show,,2017-02-13T19:25:04Z,2017-02-13T19:25:04Z,,,10.010714,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1831,false,,get,216.51.95.36,1550f239-7af1-472c-836f-43ab97321fb1,false,"{""user""=>53, ""context""=>77, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/77,Course,,courses,show,,2017-02-13T19:24:55Z,2017-02-13T19:24:55Z,,,2.860987,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1831,false,,get,216.51.95.36,895352b4-e162-4281-9b7c-b0eecc6ccea8,false,"{""user""=>53, ""context""=>77, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses,,,courses,index,,2017-02-13T19:24:46Z,2017-02-13T19:24:46Z,,,0.669645,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,a7b5e879-8774-4a4b-b35e-4448cc6f33db,false,"{""user""=>53, ""context""=>nil, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/courses/76,Course,,courses,show,,2017-02-13T19:24:35Z,2017-02-13T19:24:35Z,,,3.591794,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1830,false,,get,216.51.95.36,71121dd3-a787-492e-a2b2-4cbd0909b9b2,false,"{""user""=>53, ""context""=>76, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
854f5dfe3e2109bfe49ca28341d50f0b,https://nickjenson.instructure.com/,User,,users,user_dashboard,,2017-02-13T19:24:26Z,2017-02-13T19:24:26Z,,,1.933554,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,be03e9ee-1e70-4b3b-b8a2-dc4e7b217722,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
,https://,,,,,11.0,2017-02-13T19:23:38Z,2017-02-13T19:23:38Z,,,0.0,,,,,,,e92ebf77-ab20-4cb3-b49a-ee2978db18ac,false,"{""user""=>53, ""context""=>nil, ""asset""=>nil, ""real_user""=>nil, ""account""=>nil}",
16d371563cdf9a77ffe824d4616ae582,https://nickjenson.instructure.com/courses/69/users,Course,,context,roster,,2017-02-10T16:48:19Z,2017-02-10T16:48:19Z,,,1.011718,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1811,false,,get,216.51.95.36,88726019-91ef-47c3-8b88-bafbff1fd902,false,"{""user""=>53, ""context""=>69, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
16d371563cdf9a77ffe824d4616ae582,https://nickjenson.instructure.com/accounts/1/users/67,Account,,users,show,,2017-02-10T16:48:12Z,2017-02-10T16:48:12Z,,,0.624787,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,eec30d2e-027c-4f5e-a3ae-fa9947498f70,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
16d371563cdf9a77ffe824d4616ae582,https://nickjenson.instructure.com/accounts/1/users,Account,,users,index,,2017-02-10T16:48:09Z,2017-02-10T16:48:09Z,,,0.898495,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,00838aec-752a-43cc-841e-2c17f9f2e4bd,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
16d371563cdf9a77ffe824d4616ae582,https://nickjenson.instructure.com/accounts/1/settings,Account,,accounts,settings,,2017-02-10T16:48:01Z,2017-02-10T16:48:01Z,,,3.450623,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,0bd2835e-6b19-4664-9442-e78398ae1160,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
16d371563cdf9a77ffe824d4616ae582,https://nickjenson.instructure.com/accounts/self/,Account,,accounts,show,,2017-02-10T16:47:57Z,2017-02-10T16:47:57Z,,,1.039384,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,97ca5cfe-6b2f-488e-8890-1101db5c45d3,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
16d371563cdf9a77ffe824d4616ae582,https://nickjenson.instructure.com/courses/69/announcements,Course,,announcements,index,,2017-02-10T16:47:50Z,2017-02-10T16:47:50Z,,,0.744748,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1810,false,,get,216.51.95.36,e2c9e2ad-a448-4a98-afc1-89a16e739dc8,false,"{""user""=>53, ""context""=>69, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
16d371563cdf9a77ffe824d4616ae582,https://nickjenson.instructure.com/courses/69/announcements,Course,,announcements,index,,2017-02-10T16:47:36Z,2017-02-10T16:47:36Z,,,2.817492,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1810,false,,get,216.51.95.36,610802cc-7dbb-466f-8077-e877054d4c85,false,"{""user""=>53, ""context""=>69, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
ea8f7844325589b7b5e2b3ff5938ca45,https://nickjenson.instructure.com/courses/69,Course,,courses,show,,2017-02-06T17:35:12Z,2017-02-06T17:35:12Z,,,3.131575,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1791,false,,get,216.51.95.36,3b8027d3-5429-40c9-a824-59a1556cd1a4,false,"{""user""=>53, ""context""=>69, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
ea8f7844325589b7b5e2b3ff5938ca45,https://nickjenson.instructure.com/profile/settings,UserProfile,,profile,settings,,2017-02-06T17:34:56Z,2017-02-06T17:34:56Z,,,3.713576,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,3cbd474e-eb4b-4d38-a54e-8f5bc1bde01f,false,"{""user""=>53, ""context""=>4, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
ea8f7844325589b7b5e2b3ff5938ca45,https://nickjenson.instructure.com/profile/settings,UserProfile,,profile,settings,,2017-02-06T17:34:30Z,2017-02-06T17:34:30Z,,,3.660901,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,df955eb1-e560-41ec-9156-5706da321d82,false,"{""user""=>53, ""context""=>4, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
ea8f7844325589b7b5e2b3ff5938ca45,https://nickjenson.instructure.com/courses/69,Course,,courses,show,,2017-02-06T17:34:22Z,2017-02-06T17:34:22Z,,,4.410358,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1791,false,,get,216.51.95.36,8d757775-2bb3-4d6c-a1ef-b931656c6954,false,"{""user""=>53, ""context""=>69, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
ea8f7844325589b7b5e2b3ff5938ca45,https://nickjenson.instructure.com/,User,,users,user_dashboard,,2017-02-06T17:34:12Z,2017-02-06T17:34:12Z,,,3.967272,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,false,,get,216.51.95.36,0f13666c-0a03-4eee-b38a-8a2c1b5398dc,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
13bc4a26d7e743c1cd45259e85241dab,https://njenson.instructure.com/accounts/1/users?context_id=1&context_type=Account&page=2&become_user_id=53,Account,,users,index,,2016-10-18T18:44:46Z,2016-10-18T18:44:46Z,,,0.721396,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,7c7acf43-ec68-41dc-aeb5-2ac7dffc41b0,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004596750, ""account""=>1}",
